Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
B_0_3_P_BLUE_-1_2_0_2_0_4_P_ORANGE_-1_4_-1_5_1_4,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_0_0_0_4_1_1_P_ORANGE_0_3_0_4_3_1,2,1,0,3,3,0.6666666666666666,0.0
B_2_4_P_BLUE_-1_0_1_2_2_4_P_ORANGE_1_4_2_4_3_2,2,1,0,3,3,0.6666666666666666,0.0
B_-4_3_P_BLUE_-4_2_-4_3_-3_-2_P_ORANGE_-4_3_-3_4_2_1,2,1,0,3,3,0.6666666666666666,0.0
B_0_3_P_BLUE_0_2_0_4_3_1_P_ORANGE_-1_4_0_4_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_3_3_P_BLUE_-3_2_1_1_3_3_P_ORANGE_0_3_3_1_3_3,2,1,0,3,3,0.6666666666666666,0.0
B_3_2_P_BLUE_0_0_3_2_3_4_P_ORANGE_1_2_1_4_3_2,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_-2_-1_0_1_0_4_P_ORANGE_0_4_0_4_1_2,2,1,0,3,3,0.6666666666666666,0.0
B_1_4_P_BLUE_1_2_2_-1_2_4_P_ORANGE_0_4_1_4_2_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-3_4_-2_0_1_1_P_ORANGE_-2_4_-1_4_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-1_0_-1_4_1_3_P_ORANGE_-1_4_0_4_2_3,2,1,0,3,3,0.6666666666666666,0.0
B_3_-4_P_BLUE_1_-3_2_-5_3_-4_P_ORANGE_-2_-1_2_-5_3_-1,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_0_1_0_3_2_3_P_ORANGE_-1_4_0_4_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-1_3_-1_4_-1_4_P_ORANGE_-2_4_-1_4_-1_5,2,1,0,3,3,0.6666666666666666,0.0
B_-4_4_P_BLUE_-4_1_-4_4_-2_0_P_ORANGE_-4_4_-3_4_-2_4,2,1,0,3,3,0.6666666666666666,0.0
B_-4_-3_P_BLUE_-4_-3_-4_-3_-1_-5_P_ORANGE_-4_-3_-4_-3_-3_0,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_-1_3_0_3_0_4_P_ORANGE_-1_2_0_4_1_4,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_0_2_0_4_2_4_P_ORANGE_-2_4_-1_4_0_5,2,1,0,3,3,0.6666666666666666,0.0
B_3_2_P_BLUE_-1_-1_3_-1_3_2_P_ORANGE_0_3_2_4_3_2,2,1,0,3,3,0.6666666666666666,0.0
B_-4_-4_P_BLUE_-4_-4_-1_-5_0_-2_P_ORANGE_-4_-2_-4_0_3_-4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-2_4_-1_2_1_4_P_ORANGE_-2_4_-1_4_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-2_1_-2_4_-1_4_P_ORANGE_-1_4_-1_4_-1_4,2,1,0,3,3,0.6666666666666666,0.0
B_-3_3_P_BLUE_-3_-2_-3_4_-2_3_P_ORANGE_-3_4_-2_4_-1_4,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_0_0_0_2_0_4_P_ORANGE_-1_3_0_4_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_1_4_P_BLUE_-1_0_1_4_3_2_P_ORANGE_0_4_1_4_1_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-2_1_-2_4_-1_4_P_ORANGE_-1_4_-1_4_-1_5,2,1,0,3,3,0.6666666666666666,0.0
B_2_4_P_BLUE_1_1_2_0_2_4_P_ORANGE_0_4_1_4_2_4,2,1,0,3,3,0.6666666666666666,0.0
B_-4_3_P_BLUE_-4_0_-4_3_-3_3_P_ORANGE_-4_3_-3_4_1_2,2,1,0,3,3,0.6666666666666666,0.0
B_-2_4_P_BLUE_-2_4_-2_4_0_3_P_ORANGE_-3_3_-2_4_-1_4,2,1,0,3,3,0.6666666666666666,0.0
B_-3_4_P_BLUE_-4_3_-3_2_-1_-1_P_ORANGE_-3_4_-2_4_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_1_4_P_BLUE_0_2_1_4_3_3_P_ORANGE_1_4_1_4_2_4,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_-4_3_0_2_0_4_P_ORANGE_-1_4_0_4_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_0_0_P_BLUE_-3_-3_0_-1_0_0_P_ORANGE_-2_-1_0_0_3_2,2,1,0,3,3,0.6666666666666666,0.0
B_-3_-5_P_BLUE_-4_-4_-2_-5_0_-4_P_ORANGE_-4_-5_-2_-2_3_-4,2,1,0,3,3,0.6666666666666666,0.0
B_3_3_P_BLUE_-1_0_3_2_3_3_P_ORANGE_1_3_1_4_3_3,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-2_0_-1_4_0_3_P_ORANGE_-4_1_-1_4_-1_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-2_0_-1_3_-1_4_P_ORANGE_-1_4_-1_4_2_4,2,1,0,3,3,0.6666666666666666,0.0
B_-3_-5_P_BLUE_-3_-5_-2_-1_-1_-5_P_ORANGE_-4_-3_-1_-3_1_1,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_0_2_0_4_1_-1_P_ORANGE_0_4_0_4_1_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-1_2_-1_5_2_2_P_ORANGE_-3_4_-2_4_-1_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_3_P_BLUE_-2_0_-2_4_-1_2_P_ORANGE_-3_3_-1_3_-1_4,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_-1_3_-1_4_0_1_P_ORANGE_0_4_0_5_1_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-1_2_-1_4_0_4_P_ORANGE_-2_4_-1_5_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-3_1_-1_4_1_2_P_ORANGE_-4_3_-1_4_-1_4,2,1,0,3,3,0.6666666666666666,0.0
B_2_4_P_BLUE_-1_2_2_0_2_4_P_ORANGE_-1_4_1_4_2_2,2,1,0,3,3,0.6666666666666666,0.0
B_1_4_P_BLUE_1_3_2_3_2_4_P_ORANGE_0_4_2_3_2_4,2,1,0,3,3,0.6666666666666666,0.0
B_0_3_P_BLUE_0_0_0_3_1_3_P_ORANGE_0_3_0_4_1_3,2,1,0,3,3,0.6666666666666666,0.0
B_2_4_P_BLUE_1_3_3_0_3_2_P_ORANGE_1_4_2_4_3_0,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_0_1_0_4_1_3_P_ORANGE_-1_4_0_4_1_4,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_0_0_0_4_0_4_P_ORANGE_-1_4_0_0_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_-3_4_P_BLUE_-4_2_-3_-1_-3_4_P_ORANGE_-3_4_-1_4_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_3_2_P_BLUE_-1_4_3_0_3_2_P_ORANGE_1_4_2_3_3_4,2,1,0,3,3,0.6666666666666666,0.0
B_-4_-2_P_BLUE_-4_-2_-3_-5_-2_-2_P_ORANGE_-4_0_0_-4_1_-2,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_0_0_0_3_0_4_P_ORANGE_0_4_0_4_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_0_3_P_BLUE_0_3_0_3_1_-1_P_ORANGE_-1_4_0_3_0_3,2,1,0,3,3,0.6666666666666666,0.0
B_-2_3_P_BLUE_-2_1_-2_3_-1_2_P_ORANGE_-2_4_-1_3_-1_4,2,1,0,3,3,0.6666666666666666,0.0
B_-4_2_P_BLUE_-4_0_-4_1_-4_2_P_ORANGE_-4_3_-2_4_1_4,2,1,0,3,3,0.6666666666666666,0.0
B_-3_3_P_BLUE_-3_3_-2_1_-2_3_P_ORANGE_-4_3_-2_3_-2_4,2,1,0,3,3,0.6666666666666666,0.0
B_-2_-1_P_BLUE_-4_-3_-1_0_0_0_P_ORANGE_-2_-1_0_0_2_3,2,1,0,3,3,0.6666666666666666,0.0
B_-4_3_P_BLUE_-4_2_-2_1_0_3_P_ORANGE_-4_4_-3_4_-2_1,2,1,0,3,3,0.6666666666666666,0.0
B_2_2_P_BLUE_-1_0_1_4_2_2_P_ORANGE_1_4_2_2_3_2,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_-1_3_-1_5_0_1_P_ORANGE_0_4_0_5_1_4,2,1,0,3,3,0.6666666666666666,0.0
B_1_-5_P_BLUE_-1_-5_1_-5_3_-1_P_ORANGE_-1_-1_1_-5_1_-4,2,1,0,3,3,0.6666666666666666,0.0
B_3_3_P_BLUE_1_2_3_-1_3_3_P_ORANGE_-2_4_1_-2_3_3,2,1,0,3,3,0.6666666666666666,0.0
B_3_3_P_BLUE_0_2_2_1_3_3_P_ORANGE_0_2_1_4_3_3,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_0_1_0_4_0_4_P_ORANGE_0_4_0_4_2_4,2,1,0,3,3,0.6666666666666666,0.0
B_-2_-1_P_BLUE_-3_-3_0_0_0_0_P_ORANGE_-1_-1_0_0_2_2,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-2_-1_-2_4_-1_4_P_ORANGE_-4_4_-2_4_-1_4,2,1,0,3,3,0.6666666666666666,0.0
B_1_4_P_BLUE_1_1_1_3_1_4_P_ORANGE_1_3_1_4_2_4,2,1,0,3,3,0.6666666666666666,0.0
B_1_-4_P_BLUE_1_-5_1_-4_2_-4_P_ORANGE_0_-5_1_-5_1_-4,2,1,1,2,3,0.6666666666666666,0.3333333333333333
B_1_3_P_BLUE_-1_0_1_2_1_4_P_ORANGE_-2_4_0_4_1_4,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_-1_5_0_4_0_4_P_ORANGE_0_4_0_5_1_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_0_P_BLUE_-4_-4_-1_0_0_0_P_ORANGE_-1_-1_0_-1_3_3,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_0_2_0_4_3_3_P_ORANGE_-1_5_0_4_2_3,2,1,0,3,3,0.6666666666666666,0.0
B_-4_2_P_BLUE_-4_2_-3_4_0_3_P_ORANGE_-4_3_-4_3_-2_3,2,1,0,3,3,0.6666666666666666,0.0
B_-2_4_P_BLUE_-3_0_-2_4_-1_2_P_ORANGE_-4_3_-2_4_-1_4,2,1,0,3,3,0.6666666666666666,0.0
B_2_4_P_BLUE_1_1_2_4_3_3_P_ORANGE_0_4_1_4_2_4,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_-1_0_0_4_0_4_P_ORANGE_0_4_0_4_2_3,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_-1_4_0_1_1_4_P_ORANGE_0_3_0_4_2_4,2,1,0,3,3,0.6666666666666666,0.0
B_2_2_P_BLUE_0_1_2_2_3_1_P_ORANGE_-2_3_1_4_2_2,2,1,0,3,3,0.6666666666666666,0.0
B_-3_4_P_BLUE_-3_4_-2_2_-1_0_P_ORANGE_-3_3_-3_4_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-3_0_-1_3_-1_4_P_ORANGE_-1_4_0_4_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_-2_4_P_BLUE_-2_3_-2_4_-1_2_P_ORANGE_-2_1_-2_4_-1_4,2,1,0,3,3,0.6666666666666666,0.0
B_-2_4_P_BLUE_-3_1_-3_4_3_3_P_ORANGE_-3_4_-1_4_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_-2_3_P_BLUE_-2_0_-2_4_-1_2_P_ORANGE_-2_4_-2_4_-1_4,2,1,0,3,3,0.6666666666666666,0.0
B_1_0_P_BLUE_0_-2_0_0_2_-5_P_ORANGE_0_0_0_0_2_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-1_1_-1_3_-1_4_P_ORANGE_-1_4_-1_4_0_3,2,1,0,3,3,0.6666666666666666,0.0
B_-4_2_P_BLUE_-4_-1_-4_2_1_0_P_ORANGE_-4_2_-2_4_-1_2,2,1,0,3,3,0.6666666666666666,0.0
B_-1_0_P_BLUE_-1_0_-1_0_0_-2_P_ORANGE_-1_1_0_-1_3_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_1_P_BLUE_-1_0_-1_0_2_-3_P_ORANGE_-3_2_-2_-1_1_-1,2,1,0,3,3,0.6666666666666666,0.0
B_-3_4_P_BLUE_-4_4_-2_0_-2_2_P_ORANGE_-4_4_-1_4_1_3,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_-2_4_0_1_1_3_P_ORANGE_-1_4_0_4_1_4,2,1,0,3,3,0.6666666666666666,0.0
B_1_0_P_BLUE_-3_-4_0_0_1_-1_P_ORANGE_-1_-1_1_-1_3_2,2,1,0,3,3,0.6666666666666666,0.0
B_2_4_P_BLUE_1_2_3_2_3_4_P_ORANGE_0_4_1_4_3_4,2,1,0,3,3,0.6666666666666666,0.0
B_-2_4_P_BLUE_-2_1_-2_4_2_-1_P_ORANGE_-3_4_-2_4_1_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_3_P_BLUE_-1_1_-1_3_-1_4_P_ORANGE_-2_4_-1_4_-1_4,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_-1_0_-1_4_3_3_P_ORANGE_-1_3_-1_4_3_0,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_0_3_1_2_1_4_P_ORANGE_0_4_0_4_1_4,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_0_-1_0_3_0_4_P_ORANGE_-2_4_-1_4_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_0_4_P_BLUE_0_1_0_4_1_4_P_ORANGE_-2_2_-1_4_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-2_3_-1_1_0_4_P_ORANGE_-1_4_0_4_0_4,2,1,0,3,3,0.6666666666666666,0.0
B_-1_4_P_BLUE_-2_3_-2_4_1_4_P_ORANGE_-2_4_-2_4_-1_4,2,1,0,3,3,0.6666666666666666,0.0
